"""Notes""","""State of Residence""","""State of Residence Code""","""Year""","""Year Code""","""Number of Previous Cesareans""","""Number of Previous Cesareans Code""","Births"
NA,"""Nevada""","""32""","""2017""","""2017""","""3 previous cesareans""","""3""",410
NA,"""Nevada""","""32""","""2017""","""2017""","""4 or more previous cesareans""","""4""",127
NA,"""Nevada""","""32""","""2018""","""2018""","""0 previous cesareans""","""0""",30272
NA,"""Nevada""","""32""","""2018""","""2018""","""1 previous cesareans""","""1""",3509
NA,"""Nevada""","""32""","""2018""","""2018""","""2 previous cesareans""","""2""",1364
NA,"""Nevada""","""32""","""2018""","""2018""","""3 previous cesareans""","""3""",409
NA,"""Nevada""","""32""","""2018""","""2018""","""4 or more previous cesareans""","""4""",125
NA,"""Nevada""","""32""","""2019""","""2019""","""0 previous cesareans""","""0""",30116
NA,"""Nevada""","""32""","""2019""","""2019""","""1 previous cesareans""","""1""",3162
NA,"""Nevada""","""32""","""2019""","""2019""","""2 previous cesareans""","""2""",1231
NA,"""Nevada""","""32""","""2019""","""2019""","""3 previous cesareans""","""3""",425
NA,"""Nevada""","""32""","""2019""","""2019""","""4 or more previous cesareans""","""4""",137
NA,"""Nevada""","""32""","""2020""","""2020""","""0 previous cesareans""","""0""",28961
NA,"""Nevada""","""32""","""2020""","""2020""","""1 previous cesareans""","""1""",3075
NA,"""Nevada""","""32""","""2020""","""2020""","""2 previous cesareans""","""2""",1096
NA,"""Nevada""","""32""","""2020""","""2020""","""3 previous cesareans""","""3""",393
NA,"""Nevada""","""32""","""2020""","""2020""","""4 or more previous cesareans""","""4""",126
NA,"""Nevada""","""32""","""2021""","""2021""","""0 previous cesareans""","""0""",28891
NA,"""Nevada""","""32""","""2021""","""2021""","""1 previous cesareans""","""1""",3121
NA,"""Nevada""","""32""","""2021""","""2021""","""2 previous cesareans""","""2""",1161
NA,"""Nevada""","""32""","""2021""","""2021""","""3 previous cesareans""","""3""",381
NA,"""Nevada""","""32""","""2021""","""2021""","""4 or more previous cesareans""","""4""",131
NA,"""New Hampshire""","""33""","""2016""","""2016""","""0 previous cesareans""","""0""",10643
NA,"""New Hampshire""","""33""","""2016""","""2016""","""1 previous cesareans""","""1""",1128
NA,"""New Hampshire""","""33""","""2016""","""2016""","""2 previous cesareans""","""2""",316
NA,"""New Hampshire""","""33""","""2016""","""2016""","""3 previous cesareans""","""3""",52
NA,"""New Hampshire""","""33""","""2016""","""2016""","""4 or more previous cesareans""","""4""",17
NA,"""New Hampshire""","""33""","""2016""","""2016""","""Unknown or Not Stated""","""99""",111
NA,"""New Hampshire""","""33""","""2017""","""2017""","""0 previous cesareans""","""0""",10457
NA,"""New Hampshire""","""33""","""2017""","""2017""","""1 previous cesareans""","""1""",1243
NA,"""New Hampshire""","""33""","""2017""","""2017""","""2 previous cesareans""","""2""",293
NA,"""New Hampshire""","""33""","""2017""","""2017""","""3 previous cesareans""","""3""",63
NA,"""New Hampshire""","""33""","""2017""","""2017""","""4 or more previous cesareans""","""4""",12
NA,"""New Hampshire""","""33""","""2017""","""2017""","""Unknown or Not Stated""","""99""",48
NA,"""New Hampshire""","""33""","""2018""","""2018""","""0 previous cesareans""","""0""",10315
NA,"""New Hampshire""","""33""","""2018""","""2018""","""1 previous cesareans""","""1""",1274
NA,"""New Hampshire""","""33""","""2018""","""2018""","""2 previous cesareans""","""2""",273
NA,"""New Hampshire""","""33""","""2018""","""2018""","""3 previous cesareans""","""3""",67
NA,"""New Hampshire""","""33""","""2018""","""2018""","""4 or more previous cesareans""","""4""",19
NA,"""New Hampshire""","""33""","""2018""","""2018""","""Unknown or Not Stated""","""99""",47
NA,"""New Hampshire""","""33""","""2019""","""2019""","""0 previous cesareans""","""0""",10142
NA,"""New Hampshire""","""33""","""2019""","""2019""","""1 previous cesareans""","""1""",1262
NA,"""New Hampshire""","""33""","""2019""","""2019""","""2 previous cesareans""","""2""",309
NA,"""New Hampshire""","""33""","""2019""","""2019""","""3 previous cesareans""","""3""",62
NA,"""New Hampshire""","""33""","""2019""","""2019""","""4 or more previous cesareans""","""4""",19
NA,"""New Hampshire""","""33""","""2019""","""2019""","""Unknown or Not Stated""","""99""",45
NA,"""New Hampshire""","""33""","""2020""","""2020""","""0 previous cesareans""","""0""",10096
NA,"""New Hampshire""","""33""","""2020""","""2020""","""1 previous cesareans""","""1""",1282
NA,"""New Hampshire""","""33""","""2020""","""2020""","""2 previous cesareans""","""2""",295
NA,"""New Hampshire""","""33""","""2020""","""2020""","""3 previous cesareans""","""3""",64
NA,"""New Hampshire""","""33""","""2020""","""2020""","""4 or more previous cesareans""","""4""",17
NA,"""New Hampshire""","""33""","""2020""","""2020""","""Unknown or Not Stated""","""99""",37
NA,"""New Hampshire""","""33""","""2021""","""2021""","""0 previous cesareans""","""0""",10767
NA,"""New Hampshire""","""33""","""2021""","""2021""","""1 previous cesareans""","""1""",1383
NA,"""New Hampshire""","""33""","""2021""","""2021""","""2 previous cesareans""","""2""",341
NA,"""New Hampshire""","""33""","""2021""","""2021""","""3 previous cesareans""","""3""",82
NA,"""New Hampshire""","""33""","""2021""","""2021""","""4 or more previous cesareans""","""4""",14
NA,"""New Hampshire""","""33""","""2021""","""2021""","""Unknown or Not Stated""","""99""",38
NA,"""New Jersey""","""34""","""2016""","""2016""","""0 previous cesareans""","""0""",84909
NA,"""New Jersey""","""34""","""2016""","""2016""","""1 previous cesareans""","""1""",12936
NA,"""New Jersey""","""34""","""2016""","""2016""","""2 previous cesareans""","""2""",3837
NA,"""New Jersey""","""34""","""2016""","""2016""","""3 previous cesareans""","""3""",779
NA,"""New Jersey""","""34""","""2016""","""2016""","""4 or more previous cesareans""","""4""",179
NA,"""New Jersey""","""34""","""2017""","""2017""","""0 previous cesareans""","""0""",83384
NA,"""New Jersey""","""34""","""2017""","""2017""","""1 previous cesareans""","""1""",13053
NA,"""New Jersey""","""34""","""2017""","""2017""","""2 previous cesareans""","""2""",3825
NA,"""New Jersey""","""34""","""2017""","""2017""","""3 previous cesareans""","""3""",791
NA,"""New Jersey""","""34""","""2017""","""2017""","""4 or more previous cesareans""","""4""",189
NA,"""New Jersey""","""34""","""2018""","""2018""","""0 previous cesareans""","""0""",83039
NA,"""New Jersey""","""34""","""2018""","""2018""","""1 previous cesareans""","""1""",13181
NA,"""New Jersey""","""34""","""2018""","""2018""","""2 previous cesareans""","""2""",3926
NA,"""New Jersey""","""34""","""2018""","""2018""","""3 previous cesareans""","""3""",859
NA,"""New Jersey""","""34""","""2018""","""2018""","""4 or more previous cesareans""","""4""",211
NA,"""New Jersey""","""34""","""2019""","""2019""","""0 previous cesareans""","""0""",81846
NA,"""New Jersey""","""34""","""2019""","""2019""","""1 previous cesareans""","""1""",12847
NA,"""New Jersey""","""34""","""2019""","""2019""","""2 previous cesareans""","""2""",3842
NA,"""New Jersey""","""34""","""2019""","""2019""","""3 previous cesareans""","""3""",827
NA,"""New Jersey""","""34""","""2019""","""2019""","""4 or more previous cesareans""","""4""",217
NA,"""New Jersey""","""34""","""2020""","""2020""","""0 previous cesareans""","""0""",80722
NA,"""New Jersey""","""34""","""2020""","""2020""","""1 previous cesareans""","""1""",12298
NA,"""New Jersey""","""34""","""2020""","""2020""","""2 previous cesareans""","""2""",3785
NA,"""New Jersey""","""34""","""2020""","""2020""","""3 previous cesareans""","""3""",899
NA,"""New Jersey""","""34""","""2020""","""2020""","""4 or more previous cesareans""","""4""",242
NA,"""New Jersey""","""34""","""2021""","""2021""","""0 previous cesareans""","""0""",84011
NA,"""New Jersey""","""34""","""2021""","""2021""","""1 previous cesareans""","""1""",12513
NA,"""New Jersey""","""34""","""2021""","""2021""","""2 previous cesareans""","""2""",3895
NA,"""New Jersey""","""34""","""2021""","""2021""","""3 previous cesareans""","""3""",872
NA,"""New Jersey""","""34""","""2021""","""2021""","""4 or more previous cesareans""","""4""",196
NA,"""New Jersey""","""34""","""2021""","""2021""","""Unknown or Not Stated""","""99""",10
NA,"""New Mexico""","""35""","""2016""","""2016""","""0 previous cesareans""","""0""",21724
NA,"""New Mexico""","""35""","""2016""","""2016""","""1 previous cesareans""","""1""",2001
NA,"""New Mexico""","""35""","""2016""","""2016""","""2 previous cesareans""","""2""",707
NA,"""New Mexico""","""35""","""2016""","""2016""","""3 previous cesareans""","""3""",208
NA,"""New Mexico""","""35""","""2016""","""2016""","""4 or more previous cesareans""","""4""",49
NA,"""New Mexico""","""35""","""2017""","""2017""","""0 previous cesareans""","""0""",20952
NA,"""New Mexico""","""35""","""2017""","""2017""","""1 previous cesareans""","""1""",1927
NA,"""New Mexico""","""35""","""2017""","""2017""","""2 previous cesareans""","""2""",639
NA,"""New Mexico""","""35""","""2017""","""2017""","""3 previous cesareans""","""3""",192
NA,"""New Mexico""","""35""","""2017""","""2017""","""4 or more previous cesareans""","""4""",56
NA,"""New Mexico""","""35""","""2018""","""2018""","""0 previous cesareans""","""0""",20165
NA,"""New Mexico""","""35""","""2018""","""2018""","""1 previous cesareans""","""1""",1958
NA,"""New Mexico""","""35""","""2018""","""2018""","""2 previous cesareans""","""2""",691
NA,"""New Mexico""","""35""","""2018""","""2018""","""3 previous cesareans""","""3""",177
NA,"""New Mexico""","""35""","""2018""","""2018""","""4 or more previous cesareans""","""4""",44
NA,"""New Mexico""","""35""","""2019""","""2019""","""0 previous cesareans""","""0""",20121
NA,"""New Mexico""","""35""","""2019""","""2019""","""1 previous cesareans""","""1""",1964
NA,"""New Mexico""","""35""","""2019""","""2019""","""2 previous cesareans""","""2""",622
NA,"""New Mexico""","""35""","""2019""","""2019""","""3 previous cesareans""","""3""",197
NA,"""New Mexico""","""35""","""2019""","""2019""","""4 or more previous cesareans""","""4""",49
NA,"""New Mexico""","""35""","""2020""","""2020""","""0 previous cesareans""","""0""",19212
NA,"""New Mexico""","""35""","""2020""","""2020""","""1 previous cesareans""","""1""",1823
NA,"""New Mexico""","""35""","""2020""","""2020""","""2 previous cesareans""","""2""",641
NA,"""New Mexico""","""35""","""2020""","""2020""","""3 previous cesareans""","""3""",172
NA,"""New Mexico""","""35""","""2020""","""2020""","""4 or more previous cesareans""","""4""",52
NA,"""New Mexico""","""35""","""2021""","""2021""","""0 previous cesareans""","""0""",18676
NA,"""New Mexico""","""35""","""2021""","""2021""","""1 previous cesareans""","""1""",1824
NA,"""New Mexico""","""35""","""2021""","""2021""","""2 previous cesareans""","""2""",675
NA,"""New Mexico""","""35""","""2021""","""2021""","""3 previous cesareans""","""3""",173
NA,"""New Mexico""","""35""","""2021""","""2021""","""4 or more previous cesareans""","""4""",41
NA,"""New York""","""36""","""2016""","""2016""","""0 previous cesareans""","""0""",194067
NA,"""New York""","""36""","""2016""","""2016""","""1 previous cesareans""","""1""",29364
NA,"""New York""","""36""","""2016""","""2016""","""2 previous cesareans""","""2""",8317
NA,"""New York""","""36""","""2016""","""2016""","""3 previous cesareans""","""3""",1870
NA,"""New York""","""36""","""2016""","""2016""","""4 or more previous cesareans""","""4""",433
NA,"""New York""","""36""","""2016""","""2016""","""Unknown or Not Stated""","""99""",232
NA,"""New York""","""36""","""2017""","""2017""","""0 previous cesareans""","""0""",189563
NA,"""New York""","""36""","""2017""","""2017""","""1 previous cesareans""","""1""",28933
NA,"""New York""","""36""","""2017""","""2017""","""2 previous cesareans""","""2""",8468
NA,"""New York""","""36""","""2017""","""2017""","""3 previous cesareans""","""3""",1866
NA,"""New York""","""36""","""2017""","""2017""","""4 or more previous cesareans""","""4""",489
NA,"""New York""","""36""","""2017""","""2017""","""Unknown or Not Stated""","""99""",418
NA,"""New York""","""36""","""2018""","""2018""","""0 previous cesareans""","""0""",187057
NA,"""New York""","""36""","""2018""","""2018""","""1 previous cesareans""","""1""",28036
NA,"""New York""","""36""","""2018""","""2018""","""2 previous cesareans""","""2""",8221
NA,"""New York""","""36""","""2018""","""2018""","""3 previous cesareans""","""3""",1952
NA,"""New York""","""36""","""2018""","""2018""","""4 or more previous cesareans""","""4""",468
NA,"""New York""","""36""","""2018""","""2018""","""Unknown or Not Stated""","""99""",504
NA,"""New York""","""36""","""2019""","""2019""","""0 previous cesareans""","""0""",183466
NA,"""New York""","""36""","""2019""","""2019""","""1 previous cesareans""","""1""",27151
NA,"""New York""","""36""","""2019""","""2019""","""2 previous cesareans""","""2""",8068
NA,"""New York""","""36""","""2019""","""2019""","""3 previous cesareans""","""3""",1878
NA,"""New York""","""36""","""2019""","""2019""","""4 or more previous cesareans""","""4""",482
NA,"""New York""","""36""","""2019""","""2019""","""Unknown or Not Stated""","""99""",494
NA,"""New York""","""36""","""2020""","""2020""","""0 previous cesareans""","""0""",172970
NA,"""New York""","""36""","""2020""","""2020""","""1 previous cesareans""","""1""",25839
NA,"""New York""","""36""","""2020""","""2020""","""2 previous cesareans""","""2""",7824
NA,"""New York""","""36""","""2020""","""2020""","""3 previous cesareans""","""3""",1780
NA,"""New York""","""36""","""2020""","""2020""","""4 or more previous cesareans""","""4""",516
NA,"""New York""","""36""","""2020""","""2020""","""Unknown or Not Stated""","""99""",409
NA,"""New York""","""36""","""2021""","""2021""","""0 previous cesareans""","""0""",174133
NA,"""New York""","""36""","""2021""","""2021""","""1 previous cesareans""","""1""",25946
NA,"""New York""","""36""","""2021""","""2021""","""2 previous cesareans""","""2""",7794
NA,"""New York""","""36""","""2021""","""2021""","""3 previous cesareans""","""3""",1902
NA,"""New York""","""36""","""2021""","""2021""","""4 or more previous cesareans""","""4""",511
NA,"""New York""","""36""","""2021""","""2021""","""Unknown or Not Stated""","""99""",456
NA,"""North Carolina""","""37""","""2016""","""2016""","""0 previous cesareans""","""0""",103988
NA,"""North Carolina""","""37""","""2016""","""2016""","""1 previous cesareans""","""1""",11753
NA,"""North Carolina""","""37""","""2016""","""2016""","""2 previous cesareans""","""2""",3801
NA,"""North Carolina""","""37""","""2016""","""2016""","""3 previous cesareans""","""3""",988
NA,"""North Carolina""","""37""","""2016""","""2016""","""4 or more previous cesareans""","""4""",232
NA,"""North Carolina""","""37""","""2016""","""2016""","""Unknown or Not Stated""","""99""",17
NA,"""North Carolina""","""37""","""2017""","""2017""","""0 previous cesareans""","""0""",103169
NA,"""North Carolina""","""37""","""2017""","""2017""","""1 previous cesareans""","""1""",11771
NA,"""North Carolina""","""37""","""2017""","""2017""","""2 previous cesareans""","""2""",3968
NA,"""North Carolina""","""37""","""2017""","""2017""","""3 previous cesareans""","""3""",957
NA,"""North Carolina""","""37""","""2017""","""2017""","""4 or more previous cesareans""","""4""",250
NA,"""North Carolina""","""37""","""2017""","""2017""","""Unknown or Not Stated""","""99""",10
NA,"""North Carolina""","""37""","""2018""","""2018""","""0 previous cesareans""","""0""",101931
NA,"""North Carolina""","""37""","""2018""","""2018""","""1 previous cesareans""","""1""",11876
NA,"""North Carolina""","""37""","""2018""","""2018""","""2 previous cesareans""","""2""",3847
NA,"""North Carolina""","""37""","""2018""","""2018""","""3 previous cesareans""","""3""",1016
NA,"""North Carolina""","""37""","""2018""","""2018""","""4 or more previous cesareans""","""4""",264
NA,"""North Carolina""","""37""","""2018""","""2018""","""Unknown or Not Stated""","""99""",20
NA,"""North Carolina""","""37""","""2019""","""2019""","""0 previous cesareans""","""0""",101309
NA,"""North Carolina""","""37""","""2019""","""2019""","""1 previous cesareans""","""1""",12118
NA,"""North Carolina""","""37""","""2019""","""2019""","""2 previous cesareans""","""2""",3902
NA,"""North Carolina""","""37""","""2019""","""2019""","""3 previous cesareans""","""3""",1082
NA,"""North Carolina""","""37""","""2019""","""2019""","""4 or more previous cesareans""","""4""",307
NA,"""North Carolina""","""37""","""2020""","""2020""","""0 previous cesareans""","""0""",99866
NA,"""North Carolina""","""37""","""2020""","""2020""","""1 previous cesareans""","""1""",11628
NA,"""North Carolina""","""37""","""2020""","""2020""","""2 previous cesareans""","""2""",3821
NA,"""North Carolina""","""37""","""2020""","""2020""","""3 previous cesareans""","""3""",1079
NA,"""North Carolina""","""37""","""2020""","""2020""","""4 or more previous cesareans""","""4""",324
NA,"""North Carolina""","""37""","""2020""","""2020""","""Unknown or Not Stated""","""99""",12
NA,"""North Carolina""","""37""","""2021""","""2021""","""0 previous cesareans""","""0""",103160
NA,"""North Carolina""","""37""","""2021""","""2021""","""1 previous cesareans""","""1""",12039
NA,"""North Carolina""","""37""","""2021""","""2021""","""2 previous cesareans""","""2""",3840
NA,"""North Carolina""","""37""","""2021""","""2021""","""3 previous cesareans""","""3""",1069
NA,"""North Carolina""","""37""","""2021""","""2021""","""4 or more previous cesareans""","""4""",332
NA,"""North Carolina""","""37""","""2021""","""2021""","""Unknown or Not Stated""","""99""",26
NA,"""North Dakota""","""38""","""2016""","""2016""","""0 previous cesareans""","""0""",9776
NA,"""North Dakota""","""38""","""2016""","""2016""","""1 previous cesareans""","""1""",1066
NA,"""North Dakota""","""38""","""2016""","""2016""","""2 previous cesareans""","""2""",386
NA,"""North Dakota""","""38""","""2016""","""2016""","""3 previous cesareans""","""3""",116
NA,"""North Dakota""","""38""","""2016""","""2016""","""4 or more previous cesareans""","""4""",39
NA,"""North Dakota""","""38""","""2017""","""2017""","""0 previous cesareans""","""0""",9134
NA,"""North Dakota""","""38""","""2017""","""2017""","""1 previous cesareans""","""1""",1024
NA,"""North Dakota""","""38""","""2017""","""2017""","""2 previous cesareans""","""2""",395
NA,"""North Dakota""","""38""","""2017""","""2017""","""3 previous cesareans""","""3""",134
NA,"""North Dakota""","""38""","""2017""","""2017""","""4 or more previous cesareans""","""4""",49
NA,"""North Dakota""","""38""","""2018""","""2018""","""0 previous cesareans""","""0""",9112
NA,"""North Dakota""","""38""","""2018""","""2018""","""1 previous cesareans""","""1""",986
NA,"""North Dakota""","""38""","""2018""","""2018""","""2 previous cesareans""","""2""",383
NA,"""North Dakota""","""38""","""2018""","""2018""","""3 previous cesareans""","""3""",109
NA,"""North Dakota""","""38""","""2018""","""2018""","""4 or more previous cesareans""","""4""",42
NA,"""North Dakota""","""38""","""2019""","""2019""","""0 previous cesareans""","""0""",8930
NA,"""North Dakota""","""38""","""2019""","""2019""","""1 previous cesareans""","""1""",993
NA,"""North Dakota""","""38""","""2019""","""2019""","""2 previous cesareans""","""2""",367
NA,"""North Dakota""","""38""","""2019""","""2019""","""3 previous cesareans""","""3""",119
NA,"""North Dakota""","""38""","""2019""","""2019""","""4 or more previous cesareans""","""4""",44
NA,"""North Dakota""","""38""","""2020""","""2020""","""0 previous cesareans""","""0""",8521
NA,"""North Dakota""","""38""","""2020""","""2020""","""1 previous cesareans""","""1""",972
NA,"""North Dakota""","""38""","""2020""","""2020""","""2 previous cesareans""","""2""",367
NA,"""North Dakota""","""38""","""2020""","""2020""","""3 previous cesareans""","""3""",141
NA,"""North Dakota""","""38""","""2020""","""2020""","""4 or more previous cesareans""","""4""",58
NA,"""North Dakota""","""38""","""2021""","""2021""","""0 previous cesareans""","""0""",8576
NA,"""North Dakota""","""38""","""2021""","""2021""","""1 previous cesareans""","""1""",997
NA,"""North Dakota""","""38""","""2021""","""2021""","""2 previous cesareans""","""2""",363
NA,"""North Dakota""","""38""","""2021""","""2021""","""3 previous cesareans""","""3""",118
NA,"""North Dakota""","""38""","""2021""","""2021""","""4 or more previous cesareans""","""4""",58
NA,"""Ohio""","""39""","""2016""","""2016""","""0 previous cesareans""","""0""",116290
NA,"""Ohio""","""39""","""2016""","""2016""","""1 previous cesareans""","""1""",15055
NA,"""Ohio""","""39""","""2016""","""2016""","""2 previous cesareans""","""2""",4941
NA,"""Ohio""","""39""","""2016""","""2016""","""3 previous cesareans""","""3""",1349
NA,"""Ohio""","""39""","""2016""","""2016""","""4 or more previous cesareans""","""4""",421
NA,"""Ohio""","""39""","""2016""","""2016""","""Unknown or Not Stated""","""99""",29
NA,"""Ohio""","""39""","""2017""","""2017""","""0 previous cesareans""","""0""",115437
NA,"""Ohio""","""39""","""2017""","""2017""","""1 previous cesareans""","""1""",14683
NA,"""Ohio""","""39""","""2017""","""2017""","""2 previous cesareans""","""2""",4892
NA,"""Ohio""","""39""","""2017""","""2017""","""3 previous cesareans""","""3""",1394
NA,"""Ohio""","""39""","""2017""","""2017""","""4 or more previous cesareans""","""4""",404
NA,"""Ohio""","""39""","""2017""","""2017""","""Unknown or Not Stated""","""99""",22
NA,"""Ohio""","""39""","""2018""","""2018""","""0 previous cesareans""","""0""",113370
NA,"""Ohio""","""39""","""2018""","""2018""","""1 previous cesareans""","""1""",14849
NA,"""Ohio""","""39""","""2018""","""2018""","""2 previous cesareans""","""2""",5032
NA,"""Ohio""","""39""","""2018""","""2018""","""3 previous cesareans""","""3""",1429
NA,"""Ohio""","""39""","""2018""","""2018""","""4 or more previous cesareans""","""4""",429
NA,"""Ohio""","""39""","""2018""","""2018""","""Unknown or Not Stated""","""99""",25
NA,"""Ohio""","""39""","""2019""","""2019""","""0 previous cesareans""","""0""",112724
NA,"""Ohio""","""39""","""2019""","""2019""","""1 previous cesareans""","""1""",14806
NA,"""Ohio""","""39""","""2019""","""2019""","""2 previous cesareans""","""2""",4940
NA,"""Ohio""","""39""","""2019""","""2019""","""3 previous cesareans""","""3""",1481
NA,"""Ohio""","""39""","""2019""","""2019""","""4 or more previous cesareans""","""4""",491
NA,"""Ohio""","""39""","""2019""","""2019""","""Unknown or Not Stated""","""99""",19
NA,"""Ohio""","""39""","""2020""","""2020""","""0 previous cesareans""","""0""",108305
NA,"""Ohio""","""39""","""2020""","""2020""","""1 previous cesareans""","""1""",14179
NA,"""Ohio""","""39""","""2020""","""2020""","""2 previous cesareans""","""2""",4877
NA,"""Ohio""","""39""","""2020""","""2020""","""3 previous cesareans""","""3""",1384
NA,"""Ohio""","""39""","""2020""","""2020""","""4 or more previous cesareans""","""4""",419
NA,"""Ohio""","""39""","""2020""","""2020""","""Unknown or Not Stated""","""99""",27
NA,"""Ohio""","""39""","""2021""","""2021""","""0 previous cesareans""","""0""",108740
NA,"""Ohio""","""39""","""2021""","""2021""","""1 previous cesareans""","""1""",14473
NA,"""Ohio""","""39""","""2021""","""2021""","""2 previous cesareans""","""2""",4704
NA,"""Ohio""","""39""","""2021""","""2021""","""3 previous cesareans""","""3""",1371
NA,"""Ohio""","""39""","""2021""","""2021""","""4 or more previous cesareans""","""4""",469
NA,"""Ohio""","""39""","""2021""","""2021""","""Unknown or Not Stated""","""99""",34
NA,"""Oklahoma""","""40""","""2016""","""2016""","""0 previous cesareans""","""0""",44003
NA,"""Oklahoma""","""40""","""2016""","""2016""","""1 previous cesareans""","""1""",5370
NA,"""Oklahoma""","""40""","""2016""","""2016""","""2 previous cesareans""","""2""",2291
NA,"""Oklahoma""","""40""","""2016""","""2016""","""3 previous cesareans""","""3""",695
NA,"""Oklahoma""","""40""","""2016""","""2016""","""4 or more previous cesareans""","""4""",222
NA,"""Oklahoma""","""40""","""2016""","""2016""","""Unknown or Not Stated""","""99""",11
NA,"""Oklahoma""","""40""","""2017""","""2017""","""0 previous cesareans""","""0""",42187
NA,"""Oklahoma""","""40""","""2017""","""2017""","""1 previous cesareans""","""1""",4920
NA,"""Oklahoma""","""40""","""2017""","""2017""","""2 previous cesareans""","""2""",2220
NA,"""Oklahoma""","""40""","""2017""","""2017""","""3 previous cesareans""","""3""",682
NA,"""Oklahoma""","""40""","""2017""","""2017""","""4 or more previous cesareans""","""4""",202
NA,"""Oklahoma""","""40""","""2018""","""2018""","""0 previous cesareans""","""0""",41689
NA,"""Oklahoma""","""40""","""2018""","""2018""","""1 previous cesareans""","""1""",5066
NA,"""Oklahoma""","""40""","""2018""","""2018""","""2 previous cesareans""","""2""",2128
NA,"""Oklahoma""","""40""","""2018""","""2018""","""3 previous cesareans""","""3""",684
NA,"""Oklahoma""","""40""","""2018""","""2018""","""4 or more previous cesareans""","""4""",226
NA,"""Oklahoma""","""40""","""2019""","""2019""","""0 previous cesareans""","""0""",41250
NA,"""Oklahoma""","""40""","""2019""","""2019""","""1 previous cesareans""","""1""",4941
NA,"""Oklahoma""","""40""","""2019""","""2019""","""2 previous cesareans""","""2""",2059
NA,"""Oklahoma""","""40""","""2019""","""2019""","""3 previous cesareans""","""3""",661
NA,"""Oklahoma""","""40""","""2019""","""2019""","""4 or more previous cesareans""","""4""",215
NA,"""Oklahoma""","""40""","""2019""","""2019""","""Unknown or Not Stated""","""99""",17
NA,"""Oklahoma""","""40""","""2020""","""2020""","""0 previous cesareans""","""0""",40104
NA,"""Oklahoma""","""40""","""2020""","""2020""","""1 previous cesareans""","""1""",4735
NA,"""Oklahoma""","""40""","""2020""","""2020""","""2 previous cesareans""","""2""",1940
NA,"""Oklahoma""","""40""","""2020""","""2020""","""3 previous cesareans""","""3""",631
NA,"""Oklahoma""","""40""","""2020""","""2020""","""4 or more previous cesareans""","""4""",208
NA,"""Oklahoma""","""40""","""2021""","""2021""","""0 previous cesareans""","""0""",40774
NA,"""Oklahoma""","""40""","""2021""","""2021""","""1 previous cesareans""","""1""",4762
NA,"""Oklahoma""","""40""","""2021""","""2021""","""2 previous cesareans""","""2""",1939
NA,"""Oklahoma""","""40""","""2021""","""2021""","""3 previous cesareans""","""3""",681
NA,"""Oklahoma""","""40""","""2021""","""2021""","""4 or more previous cesareans""","""4""",243
NA,"""Oklahoma""","""40""","""2021""","""2021""","""Unknown or Not Stated""","""99""",11
NA,"""Oregon""","""41""","""2016""","""2016""","""0 previous cesareans""","""0""",39494
NA,"""Oregon""","""41""","""2016""","""2016""","""1 previous cesareans""","""1""",4283
NA,"""Oregon""","""41""","""2016""","""2016""","""2 previous cesareans""","""2""",1303
NA,"""Oregon""","""41""","""2016""","""2016""","""3 previous cesareans""","""3""",358
NA,"""Oregon""","""41""","""2016""","""2016""","""4 or more previous cesareans""","""4""",86
NA,"""Oregon""","""41""","""2016""","""2016""","""Unknown or Not Stated""","""99""",11
NA,"""Oregon""","""41""","""2017""","""2017""","""0 previous cesareans""","""0""",37861
NA,"""Oregon""","""41""","""2017""","""2017""","""1 previous cesareans""","""1""",4109
NA,"""Oregon""","""41""","""2017""","""2017""","""2 previous cesareans""","""2""",1252
NA,"""Oregon""","""41""","""2017""","""2017""","""3 previous cesareans""","""3""",303
NA,"""Oregon""","""41""","""2017""","""2017""","""4 or more previous cesareans""","""4""",94
NA,"""Oregon""","""41""","""2017""","""2017""","""Unknown or Not Stated""","""99""",12
NA,"""Oregon""","""41""","""2018""","""2018""","""0 previous cesareans""","""0""",36586
NA,"""Oregon""","""41""","""2018""","""2018""","""1 previous cesareans""","""1""",4013
NA,"""Oregon""","""41""","""2018""","""2018""","""2 previous cesareans""","""2""",1178
NA,"""Oregon""","""41""","""2018""","""2018""","""3 previous cesareans""","""3""",318
NA,"""Oregon""","""41""","""2018""","""2018""","""4 or more previous cesareans""","""4""",87
NA,"""Oregon""","""41""","""2019""","""2019""","""0 previous cesareans""","""0""",36325
NA,"""Oregon""","""41""","""2019""","""2019""","""1 previous cesareans""","""1""",3926
NA,"""Oregon""","""41""","""2019""","""2019""","""2 previous cesareans""","""2""",1153
NA,"""Oregon""","""41""","""2019""","""2019""","""3 previous cesareans""","""3""",352
NA,"""Oregon""","""41""","""2019""","""2019""","""4 or more previous cesareans""","""4""",96
NA,"""Oregon""","""41""","""2020""","""2020""","""0 previous cesareans""","""0""",34658
NA,"""Oregon""","""41""","""2020""","""2020""","""1 previous cesareans""","""1""",3713
NA,"""Oregon""","""41""","""2020""","""2020""","""2 previous cesareans""","""2""",1066
NA,"""Oregon""","""41""","""2020""","""2020""","""3 previous cesareans""","""3""",290
NA,"""Oregon""","""41""","""2020""","""2020""","""4 or more previous cesareans""","""4""",88
NA,"""Oregon""","""41""","""2021""","""2021""","""0 previous cesareans""","""0""",35632
NA,"""Oregon""","""41""","""2021""","""2021""","""1 previous cesareans""","""1""",3815
